"","ID","WA_or_IG","Control_Treatment","Politics","gender","age","Education","News_conso_W1","IG_News_conso_W1","WA_News_conso_W1","informed_News_W1","informed_POL_W1","interest_News_W1","interest_POL_W1","Type_MEDIA_W1","NOTIF_W1","Trust_News_W1","News_conso_W2","IG_News_conso_W2","WA_News_conso_W2","informed_News_W2","informed_POL_W2","interest_News_W2","interest_POL_W2","Type_MEDIA_W2","NOTIF_W2","Trust_News_W2","Efficacy_W1","Efficacy_W2","SM_use_W2","Total_Knowledge_W2","Total_Knowledge_W1","Total_FALSE_BELIEF_W2","Total_FALSE_BELIEF_W1","Total_TRUE_BELIEF_W2","Total_TRUE_BELIEF_W1","Total_TRUE_AWARE_W2","Total_TRUE_AWARE_W1","PLACEBO_awareness","right_W1","right_W2","left_W1","left_W2","Ukraine_W1","Ukraine_W2","Russia_W1","Russia_W2","Palestine_W1","Palestine_W2","EU_W1","EU_W2","Isreal_W1","Isreal_W2","Center_W1","Center_W2","Merged_Url_1","Merged_Url_2","EndDate_W1","EndDate_W2","Follow_1","Notif_1","Follow_2","Notif_2","BOTH","Day_W1","Day_W2","Diff_Day","Total_TRUE_BELIEF_W2_mean","Total_FALSE_BELIEF_W2_mean","SM_MAIN_W1","SM_MAIN_W2","notifications_perfect","notifications_at_least_one","screenshots_at_least_one","Total_DISCERN_W2","Total_DISCERN_W1","Wave","false_aware"
"145",269673804375097,"IG","Control","2",2,42,2,6,3,1,3,1,3,1,2,0,3,5,4,4,4,3,3,1,1,1,3,6,5,3,0,0,16,10,32,13,2,1,0,85,94,0,1,64,59,84,1,51,36,33,88,54,64,18,14,"https://ipz.qualtrics.com/Q/File.php?F=F_1FwGdNSi9vVVMTu","https://ipz.qualtrics.com/Q/File.php?F=F_2pVJ8Y3WZx5AK7y",2024-03-01 18:47:51,2024-03-15 13:53:57,1,1,1,1,1,"01","15",14,4.57142857142857,4,0,1,1,1,1,16,3,"1",1
"146",269673804375097,"IG","Control","2",2,42,2,6,3,1,3,1,3,1,2,0,3,5,4,4,4,3,3,1,1,1,3,6,5,3,0,0,16,10,32,13,2,1,0,85,94,0,1,64,59,84,1,51,36,33,88,54,64,18,14,"https://ipz.qualtrics.com/Q/File.php?F=F_1FwGdNSi9vVVMTu","https://ipz.qualtrics.com/Q/File.php?F=F_2pVJ8Y3WZx5AK7y",2024-03-01 18:47:51,2024-03-15 13:53:57,1,1,1,1,1,"01","15",14,4.57142857142857,4,0,1,1,1,1,16,3,"2",1
"147",269673804376135,"WA","Treatment","1",2,44,6,6,1,1,5,5,5,5,2,0,4,5,1,2,5,5,5,5,2,0,4,9,9,2,3,3,18,10,37,13,5,2,0,74,65,0,0,61,50,43,20,3,10,51,50,100,80,25,50,"https://ipz.qualtrics.com/Q/File.php?F=F_30d6ZSw2ocnSt4o","https://ipz.qualtrics.com/Q/File.php?F=F_1DNiVQD5tF8GvkA",2024-03-01 17:17:37,2024-03-15 17:19:16,0,0,0,0,0,"01","15",14,5.28571428571429,4.5,0,0,0,0,0,19,3,"1",2
"148",269673804376135,"WA","Treatment","1",2,44,6,6,1,1,5,5,5,5,2,0,4,5,1,2,5,5,5,5,2,0,4,9,9,2,3,3,18,10,37,13,5,2,0,74,65,0,0,61,50,43,20,3,10,51,50,100,80,25,50,"https://ipz.qualtrics.com/Q/File.php?F=F_30d6ZSw2ocnSt4o","https://ipz.qualtrics.com/Q/File.php?F=F_1DNiVQD5tF8GvkA",2024-03-01 17:17:37,2024-03-15 17:19:16,0,0,0,0,0,"01","15",14,5.28571428571429,4.5,0,0,0,0,0,19,3,"2",2
"149",269673804384358,"WA","Control","5",1,51,5,5,2,1,4,2,5,3,2,0,4,2,2,1,4,4,3,1,2,1,3,6,9,1,1,0,17,6,19,13,0,1,0,0,0,1,0,4,5,0,0,7,5,27,50,9,5,50,0,"https://ipz.qualtrics.com/Q/File.php?F=F_2wtrSxrkYwZCLMq","https://ipz.qualtrics.com/Q/File.php?F=F_3qmQdxQlaVsB2Sf",2024-03-01 16:55:01,2024-03-19 20:32:46,1,1,1,1,1,"01","19",18,2.71428571428571,4.25,0,0,1,1,1,2,7,"1",2
"150",269673804384358,"WA","Control","5",1,51,5,5,2,1,4,2,5,3,2,0,4,2,2,1,4,4,3,1,2,1,3,6,9,1,1,0,17,6,19,13,0,1,0,0,0,1,0,4,5,0,0,7,5,27,50,9,5,50,0,"https://ipz.qualtrics.com/Q/File.php?F=F_2wtrSxrkYwZCLMq","https://ipz.qualtrics.com/Q/File.php?F=F_3qmQdxQlaVsB2Sf",2024-03-01 16:55:01,2024-03-19 20:32:46,1,1,1,1,1,"01","19",18,2.71428571428571,4.25,0,0,1,1,1,2,7,"2",0
"151",269673804385392,"WA","Treatment","3",1,42,5,5,2,2,3,3,3,3,2,1,3,5,1,3,4,3,4,2,3,1,3,6,7,3,4,1,14,7,27,10,1,1,0,0,0,0,0,73,45,18,10,54,28,62,52,51,31,0,0,"https://ipz.qualtrics.com/Q/File.php?F=F_3EPWOzMao6R62Q6",NA,2024-03-01 13:39:44,2024-03-15 17:57:59,1,1,0,0,0,"01","15",14,3.85714285714286,3.5,0,0,0,1,1,13,3,"1",0
"152",269673804385392,"WA","Treatment","3",1,42,5,5,2,2,3,3,3,3,2,1,3,5,1,3,4,3,4,2,3,1,3,6,7,3,4,1,14,7,27,10,1,1,0,0,0,0,0,73,45,18,10,54,28,62,52,51,31,0,0,"https://ipz.qualtrics.com/Q/File.php?F=F_3EPWOzMao6R62Q6",NA,2024-03-01 13:39:44,2024-03-15 17:57:59,1,1,0,0,0,"01","15",14,3.85714285714286,3.5,0,0,0,1,1,13,3,"2",0
"153",269673804389507,"WA","Control","4",2,43,6,8,1,1,6,6,6,6,2,1,6,8,1,1,6,6,6,6,4,1,6,9,7,1,6,3,22,13,43,15,5,2,0,70,44,0,0,40,45,0,2,0,4,60,61,35,40,0,10,"https://ipz.qualtrics.com/Q/File.php?F=F_2bVJ5H1UxCwJGxu","https://ipz.qualtrics.com/Q/File.php?F=F_2EAFJ2fjJULUQFm",2024-03-01 14:25:15,2024-03-15 13:49:30,0,0,0,0,0,"01","15",14,6.14285714285714,5.5,0,0,0,0,0,21,2,"1",1
"154",269673804389507,"WA","Control","4",2,43,6,8,1,1,6,6,6,6,2,1,6,8,1,1,6,6,6,6,4,1,6,9,7,1,6,3,22,13,43,15,5,2,0,70,44,0,0,40,45,0,2,0,4,60,61,35,40,0,10,"https://ipz.qualtrics.com/Q/File.php?F=F_2bVJ5H1UxCwJGxu","https://ipz.qualtrics.com/Q/File.php?F=F_2EAFJ2fjJULUQFm",2024-03-01 14:25:15,2024-03-15 13:49:30,0,0,0,0,0,"01","15",14,6.14285714285714,5.5,0,0,0,0,0,21,2,"2",0
"155",269673804391569,"WA","Treatment","9",2,63,2,6,1,1,3,3,3,3,2,0,1,7,1,4,4,4,4,4,2,1,2,9,9,3,6,3,21,12,41,14,3,2,0,2,5,2,5,95,90,1,3,1,10,50,30,78,75,2,1,"https://ipz.qualtrics.com/Q/File.php?F=F_22udoszySAj6Kv1","https://ipz.qualtrics.com/Q/File.php?F=F_yJDtmLAEajU2kHT",2024-03-04 18:41:52,2024-03-15 16:24:12,1,1,1,1,1,"04","15",11,5.85714285714286,5.25,0,0,1,1,1,20,2,"1",1
"156",269673804391569,"WA","Treatment","9",2,63,2,6,1,1,3,3,3,3,2,0,1,7,1,4,4,4,4,4,2,1,2,9,9,3,6,3,21,12,41,14,3,2,0,2,5,2,5,95,90,1,3,1,10,50,30,78,75,2,1,"https://ipz.qualtrics.com/Q/File.php?F=F_22udoszySAj6Kv1","https://ipz.qualtrics.com/Q/File.php?F=F_yJDtmLAEajU2kHT",2024-03-04 18:41:52,2024-03-15 16:24:12,1,1,1,1,1,"04","15",11,5.85714285714286,5.25,0,0,1,1,1,20,2,"2",1
"157",269673804398760,"IG","Control","4",2,48,6,7,1,1,6,6,6,6,5,0,4,6,1,1,6,6,6,6,5,1,4,9,10,5,7,3,4,7,28,16,4,2,0,90,80,2,1,100,90,30,10,80,80,70,90,10,20,10,25,"https://ipz.qualtrics.com/Q/File.php?F=F_2dYXkKmHHAricud","https://ipz.qualtrics.com/Q/File.php?F=F_eLP6Qc8NQ9rzmG5",2024-03-02 17:13:01,2024-03-15 14:48:22,1,0,1,0,1,"02","15",13,4,1,0,0,0,0,1,24,9,"1",1
"158",269673804398760,"IG","Control","4",2,48,6,7,1,1,6,6,6,6,5,0,4,6,1,1,6,6,6,6,5,1,4,9,10,5,7,3,4,7,28,16,4,2,0,90,80,2,1,100,90,30,10,80,80,70,90,10,20,10,25,"https://ipz.qualtrics.com/Q/File.php?F=F_2dYXkKmHHAricud","https://ipz.qualtrics.com/Q/File.php?F=F_eLP6Qc8NQ9rzmG5",2024-03-02 17:13:01,2024-03-15 14:48:22,1,0,1,0,1,"02","15",13,4,1,0,0,0,0,1,24,9,"2",2
"159",269673804400824,"IG","Control","11",2,65,2,6,1,1,4,4,5,3,2,0,2,6,1,1,5,4,4,3,2,1,3,8,7,3,6,2,13,7,48,14,6,2,1,31,30,0,0,64,50,0,2,0,15,72,70,0,25,10,20,"https://ipz.qualtrics.com/Q/File.php?F=F_3fJftUrdDiucSNy","https://ipz.qualtrics.com/Q/File.php?F=F_29b7roYJ2WiDWde",2024-03-01 16:51:57,2024-03-15 18:37:08,1,1,1,1,1,"01","15",14,6.85714285714286,3.25,0,0,1,1,1,35,7,"1",0
"160",269673804400824,"IG","Control","11",2,65,2,6,1,1,4,4,5,3,2,0,2,6,1,1,5,4,4,3,2,1,3,8,7,3,6,2,13,7,48,14,6,2,1,31,30,0,0,64,50,0,2,0,15,72,70,0,25,10,20,"https://ipz.qualtrics.com/Q/File.php?F=F_3fJftUrdDiucSNy","https://ipz.qualtrics.com/Q/File.php?F=F_29b7roYJ2WiDWde",2024-03-01 16:51:57,2024-03-15 18:37:08,1,1,1,1,1,"01","15",14,6.85714285714286,3.25,0,0,1,1,1,35,7,"2",1
"161",269673804405964,"WA","Control","1",1,51,5,6,4,1,4,4,5,5,1,1,5,7,1,1,4,4,5,5,1,1,4,6,8,2,3,3,16,7,42,10,6,2,0,4,9,4,9,68,83,11,4,66,50,82,81,33,50,55,63,"https://ipz.qualtrics.com/Q/File.php?F=F_24wUZD3w9mCiKWI","https://ipz.qualtrics.com/Q/File.php?F=F_25APYLx45KLV03w",2024-03-01 14:24:53,2024-03-15 16:30:23,1,1,1,1,1,"01","15",14,6,4,1,1,1,1,1,26,3,"1",0
"162",269673804405964,"WA","Control","1",1,51,5,6,4,1,4,4,5,5,1,1,5,7,1,1,4,4,5,5,1,1,4,6,8,2,3,3,16,7,42,10,6,2,0,4,9,4,9,68,83,11,4,66,50,82,81,33,50,55,63,"https://ipz.qualtrics.com/Q/File.php?F=F_24wUZD3w9mCiKWI","https://ipz.qualtrics.com/Q/File.php?F=F_25APYLx45KLV03w",2024-03-01 14:24:53,2024-03-15 16:30:23,1,1,1,1,1,"01","15",14,6,4,1,1,1,1,1,26,3,"2",1
"163",269673804408026,"WA","Treatment","12",1,38,5,2,4,3,3,1,1,1,1,0,3,4,2,2,4,4,4,4,2,0,4,3,5,2,1,0,21,7,34,6,0,0,0,0,0,0,2,8,26,1,1,15,0,69,64,11,0,10,0,"https://ipz.qualtrics.com/Q/File.php?F=F_33d6ktg3boQ25uJ","https://ipz.qualtrics.com/Q/File.php?F=F_20YiyAsye9Zn0Pj",2024-03-02 10:47:07,2024-03-18 14:48:04,0,0,1,1,0,"02","18",16,4.85714285714286,5.25,1,0,0,1,1,13,-1,"1",0
"164",269673804408026,"WA","Treatment","12",1,38,5,2,4,3,3,1,1,1,1,0,3,4,2,2,4,4,4,4,2,0,4,3,5,2,1,0,21,7,34,6,0,0,0,0,0,0,2,8,26,1,1,15,0,69,64,11,0,10,0,"https://ipz.qualtrics.com/Q/File.php?F=F_33d6ktg3boQ25uJ","https://ipz.qualtrics.com/Q/File.php?F=F_20YiyAsye9Zn0Pj",2024-03-02 10:47:07,2024-03-18 14:48:04,0,0,1,1,0,"02","18",16,4.85714285714286,5.25,1,0,0,1,1,13,-1,"2",0
"165",269673804411112,"IG","Control","2",2,54,2,7,1,1,6,6,6,6,2,1,3,6,2,1,6,6,6,6,2,1,3,6,9,3,7,3,14,2,46,15,5,2,0,100,100,0,0,10,4,48,3,50,5,5,2,50,5,1,0,"https://ipz.qualtrics.com/Q/File.php?F=F_pyHqw4E5g3QyhAR","https://ipz.qualtrics.com/Q/File.php?F=F_3RseHWuB5i1DlmL",2024-03-01 13:48:39,2024-03-16 07:38:46,1,1,1,1,1,"01","16",15,6.57142857142857,3.5,0,0,1,1,1,32,13,"1",1
"166",269673804411112,"IG","Control","2",2,54,2,7,1,1,6,6,6,6,2,1,3,6,2,1,6,6,6,6,2,1,3,6,9,3,7,3,14,2,46,15,5,2,0,100,100,0,0,10,4,48,3,50,5,5,2,50,5,1,0,"https://ipz.qualtrics.com/Q/File.php?F=F_pyHqw4E5g3QyhAR","https://ipz.qualtrics.com/Q/File.php?F=F_3RseHWuB5i1DlmL",2024-03-01 13:48:39,2024-03-16 07:38:46,1,1,1,1,1,"01","16",15,6.57142857142857,3.5,0,0,1,1,1,32,13,"2",2
"167",269673804416000,"WA","Control","7",1,43,2,6,4,2,3,3,3,4,3,0,3,6,2,2,3,3,4,4,3,1,3,6,7,1,2,0,19,8,33,11,4,1,1,0,20,0,50,36,42,46,50,50,50,50,50,49,50,0,50,"https://ipz.qualtrics.com/Q/File.php?F=F_3iseSBiEgtCRYb1","https://ipz.qualtrics.com/Q/File.php?F=F_262OLVo6imMrEu8",2024-03-01 14:07:40,2024-03-15 15:40:43,1,1,1,1,1,"01","15",14,4.71428571428571,4.75,0,0,1,1,1,14,3,"1",0
"168",269673804416000,"WA","Control","7",1,43,2,6,4,2,3,3,3,4,3,0,3,6,2,2,3,3,4,4,3,1,3,6,7,1,2,0,19,8,33,11,4,1,1,0,20,0,50,36,42,46,50,50,50,50,50,49,50,0,50,"https://ipz.qualtrics.com/Q/File.php?F=F_3iseSBiEgtCRYb1","https://ipz.qualtrics.com/Q/File.php?F=F_262OLVo6imMrEu8",2024-03-01 14:07:40,2024-03-15 15:40:43,1,1,1,1,1,"01","15",14,4.71428571428571,4.75,0,0,1,1,1,14,3,"2",0
"169",269673804417027,"WA","Control","1",2,49,7,6,2,2,5,5,5,5,4,1,5,7,3,1,5,5,5,5,5,1,5,9,10,3,7,3,5,2,51,9,6,1,1,1,5,15,10,90,90,10,5,50,50,70,81,50,50,70,60,"https://ipz.qualtrics.com/Q/File.php?F=F_2w63rLKkmCxND9S","https://ipz.qualtrics.com/Q/File.php?F=F_WuH2ziw9wUKGxEZ",2024-03-01 19:32:48,2024-03-15 20:27:39,1,1,1,1,1,"01","15",14,7.28571428571429,1.25,0,0,1,1,1,46,7,"1",0
"170",269673804417027,"WA","Control","1",2,49,7,6,2,2,5,5,5,5,4,1,5,7,3,1,5,5,5,5,5,1,5,9,10,3,7,3,5,2,51,9,6,1,1,1,5,15,10,90,90,10,5,50,50,70,81,50,50,70,60,"https://ipz.qualtrics.com/Q/File.php?F=F_2w63rLKkmCxND9S","https://ipz.qualtrics.com/Q/File.php?F=F_WuH2ziw9wUKGxEZ",2024-03-01 19:32:48,2024-03-15 20:27:39,1,1,1,1,1,"01","15",14,7.28571428571429,1.25,0,0,1,1,1,46,7,"2",2
"171",269673804422167,"IG","Control","11",1,61,4,7,3,1,5,5,5,3,5,0,3,7,1,1,5,5,5,2,5,1,3,6,6,4,1,1,15,9,52,12,4,1,0,0,5,0,0,100,88,0,0,50,50,100,90,50,51,25,20,"https://ipz.qualtrics.com/Q/File.php?F=F_2vY65IhEyNorDqd","https://ipz.qualtrics.com/Q/File.php?F=F_2vdF2ALp4H24mqF",2024-03-01 14:44:01,2024-03-15 14:42:08,1,1,1,0,1,"01","15",14,7.42857142857143,3.75,0,0,0,1,1,37,3,"1",0
"172",269673804422167,"IG","Control","11",1,61,4,7,3,1,5,5,5,3,5,0,3,7,1,1,5,5,5,2,5,1,3,6,6,4,1,1,15,9,52,12,4,1,0,0,5,0,0,100,88,0,0,50,50,100,90,50,51,25,20,"https://ipz.qualtrics.com/Q/File.php?F=F_2vY65IhEyNorDqd","https://ipz.qualtrics.com/Q/File.php?F=F_2vdF2ALp4H24mqF",2024-03-01 14:44:01,2024-03-15 14:42:08,1,1,1,0,1,"01","15",14,7.42857142857143,3.75,0,0,0,1,1,37,3,"2",2
"173",269673804424224,"IG","Treatment","2",2,51,4,5,1,1,3,2,4,1,2,1,4,6,4,1,4,3,4,2,2,1,4,5,6,2,1,1,13,9,36,9,4,1,0,52,53,0,22,51,80,2,0,50,50,63,70,36,60,51,11,"https://ipz.qualtrics.com/Q/File.php?F=F_e8qdMPH4uh8E5s5",NA,2024-03-01 13:36:50,2024-03-20 17:00:23,1,0,0,0,1,"01","20",19,5.14285714285714,3.25,0,0,0,0,1,23,0,"1",0
"174",269673804424224,"IG","Treatment","2",2,51,4,5,1,1,3,2,4,1,2,1,4,6,4,1,4,3,4,2,2,1,4,5,6,2,1,1,13,9,36,9,4,1,0,52,53,0,22,51,80,2,0,50,50,63,70,36,60,51,11,"https://ipz.qualtrics.com/Q/File.php?F=F_e8qdMPH4uh8E5s5",NA,2024-03-01 13:36:50,2024-03-20 17:00:23,1,0,0,0,1,"01","20",19,5.14285714285714,3.25,0,0,0,0,1,23,0,"2",0
"175",269673804425255,"IG","Treatment","2",1,64,2,5,3,1,4,4,3,3,2,0,3,5,1,2,4,4,3,2,3,0,3,7,6,4,1,3,15,7,24,10,1,1,0,43,48,14,24,30,51,6,24,14,36,24,36,17,64,15,34,"https://ipz.qualtrics.com/Q/File.php?F=F_3fUV7DpJS7HJHq1","https://ipz.qualtrics.com/Q/File.php?F=F_poaPP7KMRkm0jxn",2024-03-01 20:02:54,2024-03-15 17:03:19,1,0,0,0,0,"01","15",14,3.42857142857143,3.75,0,0,0,0,1,9,3,"1",0
"176",269673804425255,"IG","Treatment","2",1,64,2,5,3,1,4,4,3,3,2,0,3,5,1,2,4,4,3,2,3,0,3,7,6,4,1,3,15,7,24,10,1,1,0,43,48,14,24,30,51,6,24,14,36,24,36,17,64,15,34,"https://ipz.qualtrics.com/Q/File.php?F=F_3fUV7DpJS7HJHq1","https://ipz.qualtrics.com/Q/File.php?F=F_poaPP7KMRkm0jxn",2024-03-01 20:02:54,2024-03-15 17:03:19,1,0,0,0,0,"01","15",14,3.42857142857143,3.75,0,0,0,0,1,9,3,"2",0
"177",269673804425257,"WA","Control","6",2,37,5,6,3,1,4,4,5,5,3,1,4,6,3,1,4,4,5,5,3,1,4,8,9,3,5,3,8,7,45,15,5,2,0,10,3,30,4,75,91,10,10,75,75,90,90,25,25,50,35,"https://ipz.qualtrics.com/Q/File.php?F=F_2ZZDjqWOOj1CNZB","https://ipz.qualtrics.com/Q/File.php?F=F_U9NP3xD2OfMg1Xj",2024-03-04 11:15:59,2024-03-18 12:14:35,1,1,1,1,1,"04","18",14,6.42857142857143,2,0,0,1,1,1,37,8,"1",1
"178",269673804425257,"WA","Control","6",2,37,5,6,3,1,4,4,5,5,3,1,4,6,3,1,4,4,5,5,3,1,4,8,9,3,5,3,8,7,45,15,5,2,0,10,3,30,4,75,91,10,10,75,75,90,90,25,25,50,35,"https://ipz.qualtrics.com/Q/File.php?F=F_2ZZDjqWOOj1CNZB","https://ipz.qualtrics.com/Q/File.php?F=F_U9NP3xD2OfMg1Xj",2024-03-04 11:15:59,2024-03-18 12:14:35,1,1,1,1,1,"04","18",14,6.42857142857143,2,0,0,1,1,1,37,8,"2",2
"179",269673804426288,"IG","Treatment","1",1,49,4,6,1,1,4,4,5,2,2,0,4,5,3,1,3,3,3,2,2,0,4,6,7,3,1,1,9,5,24,11,1,1,0,0,0,3,7,31,31,25,10,65,93,83,58,10,0,72,46,"https://ipz.qualtrics.com/Q/File.php?F=F_3EKJrOLQYDX3GDz","https://ipz.qualtrics.com/Q/File.php?F=F_1WZAzrybhD86MPT",2024-03-01 14:37:32,2024-03-15 14:11:41,1,1,1,0,1,"01","15",14,3.42857142857143,2.25,0,0,0,1,1,15,6,"1",1
"180",269673804426288,"IG","Treatment","1",1,49,4,6,1,1,4,4,5,2,2,0,4,5,3,1,3,3,3,2,2,0,4,6,7,3,1,1,9,5,24,11,1,1,0,0,0,3,7,31,31,25,10,65,93,83,58,10,0,72,46,"https://ipz.qualtrics.com/Q/File.php?F=F_3EKJrOLQYDX3GDz","https://ipz.qualtrics.com/Q/File.php?F=F_1WZAzrybhD86MPT",2024-03-01 14:37:32,2024-03-15 14:11:41,1,1,1,0,1,"01","15",14,3.42857142857143,2.25,0,0,0,1,1,15,6,"2",1
"181",269673804429367,"IG","Control","2",1,40,4,4,2,1,4,3,3,2,2,0,2,5,3,1,3,2,3,2,1,1,2,6,5,2,0,1,20,5,40,11,2,1,0,74,75,52,51,56,67,22,24,53,54,54,64,56,54,51,51,"https://ipz.qualtrics.com/Q/File.php?F=F_31RvwJ3elHuQhLm",NA,2024-03-01 13:34:09,2024-03-15 13:45:37,1,1,0,0,0,"01","15",14,5.71428571428571,5,0,1,0,1,1,20,6,"1",0
"182",269673804429367,"IG","Control","2",1,40,4,4,2,1,4,3,3,2,2,0,2,5,3,1,3,2,3,2,1,1,2,6,5,2,0,1,20,5,40,11,2,1,0,74,75,52,51,56,67,22,24,53,54,54,64,56,54,51,51,"https://ipz.qualtrics.com/Q/File.php?F=F_31RvwJ3elHuQhLm",NA,2024-03-01 13:34:09,2024-03-15 13:45:37,1,1,0,0,0,"01","15",14,5.71428571428571,5,0,1,0,1,1,20,6,"2",1
"183",269673804437588,"IG","Control","1",2,38,5,7,1,1,5,5,5,4,2,1,5,7,2,1,5,5,5,4,2,1,5,7,8,2,7,3,11,5,38,14,4,2,0,0,0,0,0,80,81,0,0,50,50,95,86,50,50,80,86,"https://ipz.qualtrics.com/Q/File.php?F=F_3nTo472uCdxj4VH",NA,2024-03-01 13:37:43,2024-03-15 13:57:40,1,0,0,0,0,"01","15",14,5.42857142857143,2.75,0,0,0,0,1,27,9,"1",0
"184",269673804437588,"IG","Control","1",2,38,5,7,1,1,5,5,5,4,2,1,5,7,2,1,5,5,5,4,2,1,5,7,8,2,7,3,11,5,38,14,4,2,0,0,0,0,0,80,81,0,0,50,50,95,86,50,50,80,86,"https://ipz.qualtrics.com/Q/File.php?F=F_3nTo472uCdxj4VH",NA,2024-03-01 13:37:43,2024-03-15 13:57:40,1,0,0,0,0,"01","15",14,5.42857142857143,2.75,0,0,0,0,1,27,9,"2",0
"185",269673804441705,"IG","Control","12",1,55,2,3,4,5,3,2,2,1,1,1,2,5,2,1,3,3,2,2,1,0,4,3,7,1,0,0,20,7,35,10,1,0,0,10,31,12,27,50,15,50,12,50,48,51,66,50,86,9,34,"https://ipz.qualtrics.com/Q/File.php?F=F_YcvsWg8AL2krgGJ","https://ipz.qualtrics.com/Q/File.php?F=F_5uUbAh02I52a557",2024-03-01 21:40:23,2024-03-19 21:56:05,1,0,1,1,1,"01","19",18,5,5,1,1,0,1,1,15,3,"1",0
"186",269673804441705,"IG","Control","12",1,55,2,3,4,5,3,2,2,1,1,1,2,5,2,1,3,3,2,2,1,0,4,3,7,1,0,0,20,7,35,10,1,0,0,10,31,12,27,50,15,50,12,50,48,51,66,50,86,9,34,"https://ipz.qualtrics.com/Q/File.php?F=F_YcvsWg8AL2krgGJ","https://ipz.qualtrics.com/Q/File.php?F=F_5uUbAh02I52a557",2024-03-01 21:40:23,2024-03-19 21:56:05,1,0,1,1,1,"01","19",18,5,5,1,1,0,1,1,15,3,"2",1
"187",269673804442735,"IG","Treatment","11",1,40,2,2,1,1,2,1,2,1,2,0,2,2,2,1,2,1,2,1,2,0,2,3,6,1,0,0,14,8,25,9,0,1,0,50,5,50,5,50,10,50,10,50,10,50,10,50,10,50,5,"https://ipz.qualtrics.com/Q/File.php?F=F_2dW36BI4SavC7VZ","https://ipz.qualtrics.com/Q/File.php?F=F_3EYhLyXMn1rhd3C",2024-03-02 11:44:07,2024-03-15 15:41:08,1,0,1,0,1,"02","15",13,3.57142857142857,3.5,0,0,0,0,1,11,1,"1",0
"188",269673804442735,"IG","Treatment","11",1,40,2,2,1,1,2,1,2,1,2,0,2,2,2,1,2,1,2,1,2,0,2,3,6,1,0,0,14,8,25,9,0,1,0,50,5,50,5,50,10,50,10,50,10,50,10,50,10,50,5,"https://ipz.qualtrics.com/Q/File.php?F=F_2dW36BI4SavC7VZ","https://ipz.qualtrics.com/Q/File.php?F=F_3EYhLyXMn1rhd3C",2024-03-02 11:44:07,2024-03-15 15:41:08,1,0,1,0,1,"02","15",13,3.57142857142857,3.5,0,0,0,0,1,11,1,"2",0
"189",269673804450951,"WA","Control","1",2,42,3,4,1,1,4,4,4,4,5,1,4,5,3,3,5,5,5,5,2,1,5,6,6,3,5,2,27,11,49,13,7,2,1,58,84,0,15,49,79,52,58,35,64,89,97,55,72,75,90,"https://ipz.qualtrics.com/Q/File.php?F=F_1QiJ03Mdx7kSoxL","https://ipz.qualtrics.com/Q/File.php?F=F_3Qxwss1l4LYJIEF",2024-03-02 12:18:23,2024-03-15 14:23:21,1,1,1,1,1,"02","15",13,7,6.75,0,0,1,1,1,22,2,"1",0
"190",269673804450951,"WA","Control","1",2,42,3,4,1,1,4,4,4,4,5,1,4,5,3,3,5,5,5,5,2,1,5,6,6,3,5,2,27,11,49,13,7,2,1,58,84,0,15,49,79,52,58,35,64,89,97,55,72,75,90,"https://ipz.qualtrics.com/Q/File.php?F=F_1QiJ03Mdx7kSoxL","https://ipz.qualtrics.com/Q/File.php?F=F_3Qxwss1l4LYJIEF",2024-03-02 12:18:23,2024-03-15 14:23:21,1,1,1,1,1,"02","15",13,7,6.75,0,0,1,1,1,22,2,"2",4
"191",269673804450953,"IG","Treatment","1",2,49,6,6,1,1,5,5,5,4,3,0,4,6,4,1,5,4,5,4,3,1,4,8,8,2,4,2,14,7,41,15,4,1,0,74,60,0,0,96,95,0,0,10,0,96,96,87,97,95,88,"https://ipz.qualtrics.com/Q/File.php?F=F_1itkuDMnlm140yV","https://ipz.qualtrics.com/Q/File.php?F=F_2dKi4kWYFgKwxXI",2024-03-02 23:03:52,2024-03-16 10:44:42,1,1,1,0,1,"02","16",14,5.85714285714286,3.5,0,0,0,1,1,27,8,"1",0
"192",269673804450953,"IG","Treatment","1",2,49,6,6,1,1,5,5,5,4,3,0,4,6,4,1,5,4,5,4,3,1,4,8,8,2,4,2,14,7,41,15,4,1,0,74,60,0,0,96,95,0,0,10,0,96,96,87,97,95,88,"https://ipz.qualtrics.com/Q/File.php?F=F_1itkuDMnlm140yV","https://ipz.qualtrics.com/Q/File.php?F=F_2dKi4kWYFgKwxXI",2024-03-02 23:03:52,2024-03-16 10:44:42,1,1,1,0,1,"02","16",14,5.85714285714286,3.5,0,0,0,1,1,27,8,"2",1
"193",269673804451979,"IG","Control","4",1,37,2,6,4,1,4,4,4,4,3,0,4,6,4,1,4,4,4,4,3,0,4,7,7,3,2,0,20,10,36,10,2,0,0,95,96,2,1,77,74,12,19,21,13,64,50,58,52,23,25,"https://ipz.qualtrics.com/Q/File.php?F=F_3kcXP7aA5RICqBF","https://ipz.qualtrics.com/Q/File.php?F=F_2z6knMo6fn3vH9o",2024-03-05 10:53:50,2024-03-15 14:44:06,1,1,1,0,1,"05","15",10,5.14285714285714,5,0,0,0,1,1,16,0,"1",0
